Experiment,Toponym,Lexical Status,Transparency,Context,Output,Text
Exp3,,Existing,Opaque,Constructed by Gemini,"为这支疲惫的队伍寻找一个安全的休息之处是首要关切。他们决定，在米尔的一家旅店里安静地住上几天，能让每个人恢复体力，并修理受损的装备。

地名 “Myr” 采用音译为“米尔”，以保留专有名词的识别性和原文风格，同时避免意译造成地名含义不明确或失真。",Finding a secure place to rest was the primary concern for the weary group. They decided that spending a few quiet days at an inn located in Myr would allow everyone to recover their strength and repair their damaged equipment.
Exp3,,Existing,Opaque,Constructed by Gemini,"在一年一度的节庆时节，许多家庭长途跋涉去探望远方的亲戚。村民中有相当一部分人收拾好行装，前往渊凯与多年未见的亲人团聚。

地名“Qarth”采用了音译处理，译为“渊凯”，以保留专有名词的异域感和识别度，同时符合中文读者对虚构地名的阅读习惯。","During the annual festival season, many families traveled great distances to visit their distant relatives. A significant number of the villagers packed their belongings and headed toward Qarth to reunite with loved ones they had not seen for years."
Exp3,,Existing,Opaque,Constructed by Gemini,"在决定是时候寻找新的安身之处后，这些家庭收拾起了他们最重要的随身物品。他们聚拢起剩余的资源，开始悄然迁往亚夏，希望能获得更好的机会，迎来一个新的开始。

地名“Asshai”采用音译为“亚夏”，以保留其专有名词属性和异域感，同时符合中文读者对虚构地名的自然接受方式。","After deciding it was time to find a new place to settle, the families packed up their essential belongings. They gathered their remaining resources and began the quiet migration toward Asshai, hoping for better opportunities and a fresh start."
Exp3,,Existing,Opaque,Constructed by Gemini,"信使将密封的信件牢牢地装进了系在马鞍上的防水袋里。最紧急的那封信是寄给一位目前居住在诺佛斯的联络人的，因此要求骑手保持稳定而不懈的速度前进。

地名“Norvos”采用音译为“诺佛斯”，以保留专有名词的识别性和异域感，同时避免意译造成歧义。","The courier secured the sealed letters tightly in the waterproof pouch attached to the saddle. The most urgent message was addressed to a contact currently residing in Norvos, requiring the rider to maintain a steady and relentless pace."
Exp3,,Existing,Opaque,Constructed by Gemini,"测量员们仔细调整仪器，以记录边界线上的新测量数据。他们在那张大羊皮地图上标注了更新后的坐标，确保到云开的准确距离以绝对精度被记录下来，供日后查考。

地名“Yunkai”采用音译加意译的方式处理为“云开”，既保留了原名的读音感，也使中文读者更容易自然接受；同时避免生硬直译造成歧义。","The surveyors carefully adjusted their instruments to record the new measurements along the boundary line. They marked the updated coordinates on the large parchment map, ensuring the exact distance to Yunkai was documented with absolute precision for future reference."
Exp3,,Existing,Opaque,Constructed by Gemini,"当地民兵接到命令，将他们的常规巡逻路线进一步向外扩展。一支小分队被派去监视通往弥林的主要道路，检查过往的货车和旅人，以确保这条大道上的通行安全。

地名“Meereen”采用音译为“弥林”，这样既保留了专有名词的异域感，也符合中文读者对虚构地名的接受习惯；同时避免意译造成含义偏差。","The local militia received orders to expand their regular patrol routes further outward. A small detachment was assigned to monitor the main path leading to Meereen, checking the passing wagons and travelers to ensure safe passage along the thoroughfare."
Exp3,,Existing,Opaque,Constructed by Gemini,"意识到他们已无法继续安全地留在该地区，逃亡者们便在夜色掩护下悄然离去。他们的首要目标是抵达瓦兰提斯，同时不引起任何不必要的注意，也不留下可供他人追踪的踪迹。

地名“Volantis”采用音译为“瓦兰提斯”，以保留专有名词的识别性和异域感；同时它是虚构/专名地名，音译比意译更能准确对应原名并避免歧义。","Knowing they could no longer remain safely in the area, the fugitives quietly slipped away under the cover of darkness. Their primary objective was to reach Volantis without attracting any unwanted attention or leaving a trail for anyone to follow."
Exp4,,Coined,Transparent,Constructed by ChatGPT,"经过几天的旅程，这群人抵达了博阿尔奇，并在继续第二天早晨的行程之前，花了整个晚上寻找一个可以休息的地方。

地名“Boararch”采用音译处理为“博阿尔奇”，以尽量保留原名的读音和专有名词属性，同时避免擅自赋予其未明确的中文含义。","After several days of travel, the group arrived at Boararch and spent the evening looking for a place to rest before continuing their journey the next morning."
Exp4,,Coined,Transparent,Constructed by ChatGPT,"这位旅行者访问了猴喙，以便从当地来源收集信息，并在短暂停留期间记录对该地区的观察。

地名“Monkeybeak”采用了直译加意译的方式处理：将“Monkey”译为“猴”，“beak”译为“喙”，保留了原名的字面意象，同时使中文读者能够自然理解其构词含义。",The traveller visited Monkeybeak to gather information from local sources and record observations about the area during a short stay there.
Exp4,,Coined,Transparent,Constructed by ChatGPT,"商人们带着货物经过月沉镇，并短暂停留交换补给，然后继续前往下一个目的地。

地名“Moonsunk”我译为“月沉镇”，采用了意译加地名后缀的方式：先保留“moon”的“月”意象，再用“沉”对应“sunk”的下沉、没入之感，同时加上“镇”让它更像一个具体地点，符合中文地名的自然表达。",Merchants passed through Moonsunk while carrying goods and stopped briefly to exchange supplies before moving on toward their next destination.
Exp4,,Coined,Transparent,Constructed by ChatGPT,"研究人员前往弗洛德米斯特，考察可获得的材料，并花了几天时间审阅他们在实地工作中收集的笔记。

地名“Floodmist”采用音译处理为“弗洛德米斯特”，以保留专有名词的识别性和原有指称功能，同时避免意译可能带来的含义偏移；这种做法适合未有固定中文译名的地名。",The researchers travelled to Floodmist to examine available materials and spent several days reviewing notes collected during their field work.
Exp4,,Coined,Transparent,Constructed by ChatGPT,"游客在旅途中抵达了星罗，并在短暂停留期间四处探索周边环境，没有制定超出这次临时访问的长期计划。  

地名“Starroll”采用了音意兼顾的处理方式，译为“星罗”：既保留了英文原名的音感，又借“星罗”传达出星辰罗布、分布开阔的联想，适合作为地名使用。",Visitors arrived at Starroll during their journey and explored the surroundings without making any long-term plans beyond their temporary visit.
Exp4,,Coined,Transparent,Constructed by ChatGPT,"一群旅人曾在Winefleet附近停留了一段时间，为下一段行程做准备。

地名“Winefleet”保留原文不译，因为它看起来是专有地名，直接音译或意译都可能失真；在缺乏明确对应中文译名的情况下，保留原名最稳妥。",A group of travellers stayed near Winefleet for a while as they prepared for the next stage of their route.
Exp4,,Coined,Transparent,Constructed by ChatGPT,"制图师在收到最近经过该地区的旅行者提供的详细信息后，将 Conquerbay 标注在了一份记录上。

地名 “Conquerbay” 采用了音译加保留原名的方式处理，因为它看起来像一个专有地名，且缺乏足够语境来确定其是否有明确可译的语义成分；这样既能保持专名识别，也避免误译。",The mapmaker marked Conquerbay on a record after receiving details from travellers who had recently passed through the area there.
Exp4,,Coined,Transparent,Constructed by ChatGPT,"这位访客经过长途跋涉抵达了西德港，并花时间观察日常活动，之后才决定何时再次离开。  

地名“Ciderport”采用了音译加意译的方式处理为“西德港”：保留了专名的可识别性，同时用“港”传达其作为地名的语义特征。",The visitor reached Ciderport after a long journey and spent time observing daily activities before deciding when to leave again.
Exp4,,Coined,Transparent,Constructed by ChatGPT,"人们在旅途中常常会在镜悬停留，把这里当作一个歇脚、会面并在之后继续行程的地方。

地名“Mirrorhang”采用了意译加音义结合的处理思路：其中“Mirror”译为“镜”，保留其字面意象；“hang”则译作“悬”，以贴近原名的构词感觉和画面感，同时让中文读者能自然理解为一个地名。","People often stopped at Mirrorhang during their travels, using the location as a place to pause, meet others, and continue their plans afterward."
Exp4,,Coined,Transparent,Constructed by ChatGPT,"作者在收集了多位在旅途中到访过该地点的旅行者的描述后，将“剑荆”写入了一份报告中。

我将 “Swordthorn” 译为“剑荆”，采用了意译加音义联想的策略：其中 “sword” 对应“剑”，“thorn” 对应“荆”，既保留了地名的意象，也使中文读者更容易理解其字面含义。",The writer included Swordthorn in a report after collecting descriptions from various travellers who had visited the location during their journeys.
Exp4,,Coined,Transparent,Constructed by Gemini,"这段旅程漫长而疲惫，但旅行者们终于在黄昏前抵达了博阿拉奇的郊外。他们在主路附近扎营，希望第二天早晨能补充些新鲜补给，然后继续向东前行。

地名“Boararch”采用音译处理为“博阿拉奇”，以尽量保留原名的读音和专有名词特征；同时不强行意译，避免改变其作为虚构或特定地名的识别性。","The journey had been long and exhausting, but the travelers finally reached the outskirts of Boararch just before dusk. They set up camp near the main road, hoping to gather fresh supplies in the morning before continuing their journey eastward."
Exp4,,Coined,Transparent,Constructed by Gemini,"当地商人们经常把货物装进结实的货车里，为季节性的贸易路线做准备。他们大部分手工制品都打算运往猴喙镇，在那里他们希望赚到足够的利润，撑过接下来的几个月。

地名“Monkeybeak”采用了直译加地名化处理，译为“猴喙镇”，既保留了原名的字面意象，又让中文读者更容易将其识别为一个地点名称。","Local merchants regularly gathered their goods into sturdy wagons to prepare for the seasonal trade route. Most of their handcrafted wares were destined for Monkeybeak, where they expected to secure enough profit to last through the coming months."
Exp4,,Coined,Transparent,Constructed by Gemini,"在档案馆查阅旧档案时，这位学者偶然发现了几处提及一项在“月沉”签署的条约。尽管文件中没有具体日期，但签名表明这是一项涉及地区边界的重要协议。

地名“Moonsunk”采用了意译处理，译为“月沉”，以保留其字面意象和文学感，同时避免生硬的音译；这样更符合中文语境中地名的可读性与整体风格。","While reviewing the old records in the archives, the scholar stumbled upon several references to a treaty signed in Moonsunk. Although the document lacked specific dates, the signatures indicated it was a significant agreement concerning regional borders."
Exp4,,Coined,Transparent,Constructed by Gemini,"为这支疲惫不堪的队伍寻找一个安全的歇脚之处是首要关切。他们决定，在名为“Floodmist”的城镇里的一家旅店安静地住上几天，能让每个人恢复体力，并修理受损的装备。

地名“Floodmist”我保留为英文原名并加上引号，是因为它看起来像一个专有地名，直接音译或意译都可能削弱其设定感；保留原名既能避免误译，也便于读者识别这是一个特定地点。",Finding a secure place to rest was the primary concern for the weary group. They decided that spending a few quiet days at an inn located in Floodmist would allow everyone to recover their strength and repair their damaged equipment.
Exp4,,Coined,Transparent,Constructed by Gemini,"在一年一度的节庆时节，许多家庭长途跋涉去探望远方的亲戚。村里有相当一部分人收拾好行装，前往星罗尔，与多年未见的亲人团聚。

地名“Starroll”采用音译处理为“星罗尔”，以保留专有名词的识别性和原有发音特征，同时使其符合中文读者的阅读习惯。","During the annual festival season, many families traveled great distances to visit their distant relatives. A significant number of the villagers packed their belongings and headed toward Starroll to reunite with loved ones they had not seen for years."
Exp4,,Coined,Transparent,Constructed by Gemini,"在决定是时候寻找一个新的安身之处后，这些家庭收拾好了他们的必需物品。他们汇集了剩余的资源，开始悄然迁往 Winefleet，希望在那里获得更好的机会和一个新的开始。

地名 “Winefleet” 我保留为原文不译，因为它看起来像专有地名，直接音译或意译都可能削弱其识别性；保留原名能更准确地传达这是一个具体地点。","After deciding it was time to find a new place to settle, the families packed up their essential belongings. They gathered their remaining resources and began the quiet migration toward Winefleet, hoping for better opportunities and a fresh start."
Exp4,,Coined,Transparent,Constructed by Gemini,"信使将密封的信件牢牢地装进了系在马鞍上的防水袋里。最紧急的那封信是寄给一位目前住在征服湾的联络人的，因此要求骑手保持稳定而不懈的速度前进。

地名“Conquerbay”采用了意译加音义结合的处理方式：其中“Conquer”译作“征服”，“bay”译作“湾”，既保留了原名的语义色彩，也让中文读者更容易理解其地名属性。","The courier secured the sealed letters tightly in the waterproof pouch attached to the saddle. The most urgent message was addressed to a contact currently residing in Conquerbay, requiring the rider to maintain a steady and relentless pace."
Exp4,,Coined,Transparent,Constructed by Gemini,"测量员们小心地调整仪器，以记录边界线上的新测量数据。他们在那张大羊皮地图上标出了更新后的坐标，确保到赛德波特的准确距离被以绝对精确的方式记录下来，以供日后查阅。

地名“Ciderport”采用了音译加意译的思路，译为“赛德波特”，尽量保留原名的读音特征，同时让中文读者能够自然识别为地名。","The surveyors carefully adjusted their instruments to record the new measurements along the boundary line. They marked the updated coordinates on the large parchment map, ensuring the exact distance to Ciderport was documented with absolute precision for future reference."
Exp4,,Coined,Transparent,Constructed by Gemini,"当地民兵接到命令，将他们常规巡逻路线进一步向外扩展。一支小分队被派去监视通往镜悬镇的主路，检查过往的货车和旅人，以确保这条大道上的通行安全。

地名“Mirrorhang”采用了意译加音译结合的处理思路：其中“Mirror”译为“镜”，保留其字面意象；“hang”则根据整体语感处理为“悬”，使地名在中文里既自然又带有一定的地名风格，同时尽量保持原名的奇幻感与辨识度。","The local militia received orders to expand their regular patrol routes further outward. A small detachment was assigned to monitor the main path leading to Mirrorhang, checking the passing wagons and travelers to ensure safe passage along the thoroughfare."
Exp4,,Coined,Transparent,Constructed by Gemini,"意识到他们已无法继续安全地留在该地区，这些逃亡者便在夜色掩护下悄然离去。他们的首要目标是抵达“剑荆镇”，同时不引起任何不必要的注意，也不留下可供他人追踪的踪迹。

地名 “Swordthorn” 我采用了意译加音义兼顾的方式处理为“剑荆镇”：其中 “Sword” 对应“剑”，“thorn” 对应“荆”，既保留了原名的意象，也让中文读者更容易理解其含义；同时加上“镇”是为了让它在中文里更像一个地名。","Knowing they could no longer remain safely in the area, the fugitives quietly slipped away under the cover of darkness. Their primary objective was to reach Swordthorn without attracting any unwanted attention or leaving a trail for anyone to follow."
Exp4,,Coined,Opaque,Constructed by ChatGPT,"经过数日跋涉，这群人抵达了伊斯普利尼亚，并在继续次日清晨的旅程之前，花了整个傍晚寻找歇脚的地方。

地名“Isplynia”采用音译处理，译为“伊斯普利尼亚”，以尽量保留原名的读音和专有名词特征；同时不强行意译，避免改变其作为虚构或特定地名的识别性。","After several days of travel, the group arrived at Isplynia and spent the evening looking for a place to rest before continuing their journey the next morning."
Exp4,,Coined,Opaque,Constructed by ChatGPT,"这位旅行者前往托斯派特，向当地来源收集信息，并在短暂停留期间记录了对该地区的观察。

地名“ Tospyte ”我采用了音译“托斯派特”，以保留其专有名词属性和原有地名特征，同时避免擅自赋予其含义；这种处理在缺乏明确对应中文译名时最稳妥。",The traveller visited Tospyte to gather information from local sources and record observations about the area during a short stay there.
Exp4,,Coined,Opaque,Constructed by ChatGPT,"商人们带着货物经过里斯托西亚，并短暂停留交换补给，然后继续前往下一个目的地。

地名“Rystosia”采用了音译“里斯托西亚”，以保留专有名词的原有读音和异域感，同时避免误译为具有特定含义的中文词语。",Merchants passed through Rystosia while carrying goods and stopped briefly to exchange supplies before moving on toward their next destination.
Exp4,,Coined,Opaque,Constructed by ChatGPT,"研究人员前往基雷米，考察可获得的材料，并花了几天时间查阅他们在田野工作中收集的笔记。  

地名“Kyremi”采用音译处理为“基雷米”，以尽量保留原名的读音和专有名词属性，同时避免误译为具有特定含义的中文词语。",The researchers travelled to Kyremi to examine available materials and spent several days reviewing notes collected during their field work.
Exp4,,Coined,Opaque,Constructed by ChatGPT,"游客在旅途中抵达斯里凯姆，并在短暂停留期间探索了周围环境，没有为这次临时访问之外的长期计划做打算。  

地名“ Srikyme ”采用音译处理，尽量保留其原有读音与专名属性，同时不强行赋予中文含义，以避免误译。",Visitors arrived at Srikyme during their journey and explored the surroundings without making any long-term plans beyond their temporary visit.
Exp4,,Coined,Opaque,Constructed by ChatGPT,"一群旅人曾在皮亚基洛斯附近停留了一段时间，为下一段行程做准备。

地名“Piakilos”采用音译处理，尽量保留其原有读音与专名属性，不强行意译，以避免改变地名本身的指代。",A group of travellers stayed near Piakilos for a while as they prepared for the next stage of their route.
Exp4,,Coined,Opaque,Constructed by ChatGPT,"制图师在收到最近经过该地区的旅行者提供的详细信息后，便在一份记录上标注了塞多罗克斯。

地名“ Sedorox ”采用了音译处理，译为“塞多罗克斯”，以尽量保留原名的读音和专有名词属性，同时避免擅自赋予其额外含义。",The mapmaker marked Sedorox on a record after receiving details from travellers who had recently passed through the area there.
Exp4,,Coined,Opaque,Constructed by ChatGPT,"访客经过长途跋涉抵达了艾尔里托斯，并花时间观察日常活动，随后才决定何时再次离开。

地名“Aelritos”采用了音译处理，尽量保留原名的读音与专有名词属性，同时使其符合中文的音节和书写习惯。",The visitor reached Aelritos after a long journey and spent time observing daily activities before deciding when to leave again.
Exp4,,Coined,Opaque,Constructed by ChatGPT,"人们在旅行途中常常会在扎洛科停留，把这里当作一个歇脚、会见他人并在之后继续行程的地方。

地名“Zaloko”采用音译为“扎洛科”，以保留原有专名的识别性和地理指向；同时不强行意译，避免改变其作为地名的专有属性。","People often stopped at Zaloko during their travels, using the location as a place to pause, meet others, and continue their plans afterward."
Exp4,,Coined,Opaque,Constructed by ChatGPT,"作者在收集了多位在旅途中到访过该地的旅行者的描述后，将库雷瓦斯写入了一份报告中。  

地名“ Kureavas ”采用音译为“库雷瓦斯”，以尽量保留其原有读音和专名属性，同时避免误译为具有特定含义的普通词。",The writer included Kureavas in a report after collecting descriptions from various travellers who had visited the location during their journeys.
Exp4,,Coined,Opaque,Constructed by Gemini,"这段旅程漫长而疲惫，但旅行者们终于在黄昏前抵达了伊斯普利尼亚的郊外。他们在主路附近扎营，希望第二天早晨补充新鲜补给后，再继续向东前行。

地名“Isplynia”采用音译处理为“伊斯普利尼亚”，以尽量保留原名的读音和专有名词属性，同时避免意译造成地名含义偏移。","The journey had been long and exhausting, but the travelers finally reached the outskirts of Isplynia just before dusk. They set up camp near the main road, hoping to gather fresh supplies in the morning before continuing their journey eastward."
Exp4,,Coined,Opaque,Constructed by Gemini,"当地商人们经常把他们的货物装进结实的货车里，为季节性的贸易路线做准备。他们大部分手工制品都打算运往托斯派特，在那里他们希望赚到足够的利润，撑过接下来的几个月。

地名“Tospyte”采用了音译处理，译为“托斯派特”，以尽量保留原名的读音和专有名词属性，同时避免擅自赋予其含义。","Local merchants regularly gathered their goods into sturdy wagons to prepare for the seasonal trade route. Most of their handcrafted wares were destined for Tospyte, where they expected to secure enough profit to last through the coming months."
Exp4,,Coined,Opaque,Constructed by Gemini,"在档案馆查阅旧档案时，这位学者偶然发现了几处提及在里斯托西亚签署的一项条约的记载。尽管文件中没有具体日期，但签名表明这是一项涉及地区边界的重要协议。

地名“Rystosia”采用音译处理为“里斯托西亚”，以尽量保留原名的读音和专有名词特征，同时避免擅自赋予其中文语义。","While reviewing the old records in the archives, the scholar stumbled upon several references to a treaty signed in Rystosia. Although the document lacked specific dates, the signatures indicated it was a significant agreement concerning regional borders."
Exp4,,Coined,Opaque,Constructed by Gemini,"为这支疲惫的队伍寻找一个安全的歇脚之处是首要关切。他们决定，在位于基雷米的一家旅店里安静地住上几天，能让每个人恢复体力，并修理受损的装备。

地名“Kyremi”采用音译为“基雷米”，以保留其专有名词属性和原有读音，同时避免误译为具有特定含义的中文词。",Finding a secure place to rest was the primary concern for the weary group. They decided that spending a few quiet days at an inn located in Kyremi would allow everyone to recover their strength and repair their damaged equipment.
Exp4,,Coined,Opaque,Constructed by Gemini,"在一年一度的节庆时节，许多家庭长途跋涉去探望远方的亲戚。村里有相当一部分人收拾好行李，前往斯里凯姆，与多年未见的亲人团聚。

地名“Srikyme”采用了音译处理，译为“斯里凯姆”，以尽量保留原名的读音和专有名词属性；这样既避免误译其含义，也便于中文读者识别为一个地名。","During the annual festival season, many families traveled great distances to visit their distant relatives. A significant number of the villagers packed their belongings and headed toward Srikyme to reunite with loved ones they had not seen for years."
Exp4,,Coined,Opaque,Constructed by Gemini,"在决定是时候寻找一个新的安身之处后，这些家庭收拾好了他们的必需物品。他们汇集了剩余的资源，开始悄然迁往皮亚基洛斯，希望在那里获得更好的机会，重新开始。

地名“Piakilos”采用音译为“皮亚基洛斯”，以保留其专有名词属性和原有发音特征，同时避免擅自赋予其中文含义。","After deciding it was time to find a new place to settle, the families packed up their essential belongings. They gathered their remaining resources and began the quiet migration toward Piakilos, hoping for better opportunities and a fresh start."
Exp4,,Coined,Opaque,Constructed by Gemini,"信使将密封的信件牢牢地装进了系在马鞍上的防水袋里。最紧急的那封信是寄给一位目前居住在塞多罗克斯的联络人的，因此要求骑手保持稳定而不懈的速度前进。

地名“Sedorox”采用了音译处理，译为“塞多罗克斯”，以尽量保留原名的读音和专有名词属性，同时避免擅自赋予其额外含义。","The courier secured the sealed letters tightly in the waterproof pouch attached to the saddle. The most urgent message was addressed to a contact currently residing in Sedorox, requiring the rider to maintain a steady and relentless pace."
Exp4,,Coined,Opaque,Constructed by Gemini,"测量员们仔细调整了他们的仪器，以记录边界线上的新测量数据。他们在那张大羊皮地图上标出了更新后的坐标，确保与艾尔里托斯的准确距离被以绝对精确的方式记录下来，以供日后参考。

地名“Aelritos”采用了音译处理，译为“艾尔里托斯”，以尽量保留原名的读音和专有名词属性，同时避免意译造成的含义偏移。","The surveyors carefully adjusted their instruments to record the new measurements along the boundary line. They marked the updated coordinates on the large parchment map, ensuring the exact distance to Aelritos was documented with absolute precision for future reference."
Exp4,,Coined,Opaque,Constructed by Gemini,"当地民兵接到命令，将他们常规巡逻路线进一步向外扩展。一支小分队被派去监视通往扎洛科的主要道路，检查过往的货车和旅人，以确保这条大道上的通行安全。

地名“Zaloko”采用音译为“扎洛科”，因为它看起来是专有地名，通常应保留原有读音特征，避免意译造成信息丢失。","The local militia received orders to expand their regular patrol routes further outward. A small detachment was assigned to monitor the main path leading to Zaloko, checking the passing wagons and travelers to ensure safe passage along the thoroughfare."
Exp4,,Coined,Opaque,Constructed by Gemini,"意识到他们已无法再安全地留在该地区，逃亡者们便在夜色掩护下悄然离去。他们的首要目标是抵达库雷瓦斯，同时不引起任何不必要的注意，也不留下可供他人追踪的踪迹。

地名“Kureavas”采用音译为“库雷瓦斯”，以尽量保留原名的读音和专有名词属性；同时不额外添加意译成分，避免改变其作为地点名称的中性指代。","Knowing they could no longer remain safely in the area, the fugitives quietly slipped away under the cover of darkness. Their primary objective was to reach Kureavas without attracting any unwanted attention or leaving a trail for anyone to follow."
